form 5500 schedule C service provider name,fbi id
"MERRILL LYNCH, PEIRCE, FENNER AND S",649314
"MERRILL LYNCH, PIERCE",649314
"MERRILL LYNCH, PIERCE FENNER & SMIT",649314
"MERRILL LYNCH, PIERCE FENNER AND SM",649314
"MERRILL LYNCH, PIERCE FENNER SMITH",649314
"MERRILL LYNCH, PIERCE, FENNER",649314
"MERRILL LYNCH, PIERCE, FENNER & S",649314
"MERRILL LYNCH, PIERCE, FENNER & SMI",649314
"MERRILL LYNCH, PIERCE, FENNER AND",649314
"MERRILL LYNCH, PIERCE, FENNER AND S",649314
"MERRILL LYNCH, PIERCE, FENNER ET AL",649314
"MERRILL LYNCH, PIERCE, FENNER SMITH",649314
"MERRILL LYNCH, PIERCE, FENNER&SMITH",649314
"MERRILL LYNCH, PIERCE, FENNER, & SM",649314
"MERRILL LYNCH, PIERCE, FENNER, SMIT",649314
"MERRILL LYNCH, PIERCE,FENNER &SMITH",649314
"MERRILL LYNCH,PIERCE,FENNER & SMITH",649314
"MERRILL LYNCH,PIERCE,FENNER&SMITH",649314
"MERRILL LYNCH-FENNER, PIERCE, SMITH",649314
"MERRILL, LYNCH, PIERCE, FENNER AND",649314
"MERRILL, LYNCH, PIERCE, FENNER, SMI",649314
MRL LYNCH PIERCE FENNER AND SMITH,649314
"PIERCE, FENNER AND SMITH",649314
HEALTHCARE COMMUNITIES SECURITIES,650311
MET LIFE INSURANCE COMPANY,650311
METLIFE,650311
METLIFE INS. COMPANY OF CONNECTICUT,650311
METLIFE INSURANCE COMPANY,650311
METLIFE INSURANCE COMPANY OF CONNEC,650311
METROPOLITAN LIFE INS CO BRANCH 071,650311
METROPOLITAN LIFE INSURANCE CO,650311
METROPOLITAN LIFE INSURANCE COMPANY,650311
METROPOLITIAN LIFE INSURANCE CO,650311
MG TRUST CO DBA MATRIX TRUST CO,2007533
MG TRUST CO DBA MATRIX TRUST CO.,2007533
MG TRUST CO. DBA MATRIX CO.,2007533
MG TRUST CO. DBA MATRIX TRUST CO.,2007533
MG TRUST CO. DBA MATRIX TRUT CO.,2007533
MG TRUST COMPANY DBA MATRIX TRUST,2007533
MG TRUST COMPANY DBA MATRIX TRUST C,2007533
"MGO INVESTMENT ADVISORS, INC.",650316
MID ATLANTIC CAPITAL GROUP,379501
MILLIMAN,383800
MILLIMAN FINANCIAL RISK MANAGEMENT,383800
MILLIMAN INC,383800
MILLIMAN INC.,383800
"MILLIMAN USA, INC.",383800
"MILLIMAN, INC",383800
"MILLIMAN, INC.",383800
"MILLIMAN,INC.",383800
MINNESOATA LIFE INSURANCE COMPANY,650350
MINNESOTA LIE INSURANCE COMPANY,650350
MINNESOTA LIFE,650350
MINNESOTA LIFE INSUANCE COMPANY,650350
MINNESOTA LIFE INSURANCE,650350
MINNESOTA LIFE INSURANCE COMPANY,650350
MINNESOTA LIFE INSURANCE COMPNAY,650350
MINNESOTA LIFE INSURANCER COMPANY,650350
MORAN KNOBEL,2007540
MUTUAL OF AMERICA,395415
MUTUAL OF AMERICA INSURANCE CO,395415
MUTUAL OF AMERICA LIFE INS CO,395415
MUTUAL OF AMERICA LIFE INS CO.,395415
MUTUAL OF AMERICA LIFE INS. CO,395415
MUTUAL OF AMERICA LIFE INS. CO.,395415
MUTUAL OF AMERICA LIFE INS. COMPANY,395415
MUTUAL OF AMERICA LIFE INSURANC CO,395415
MUTUAL OF AMERICA LIFE INSURANCE,395415
MUTUAL OF AMERICA LIFE INSURANCE C,395415
MUTUAL OF AMERICA LIFE INSURANCE CO,395415
MUTUAL OF AMERICA LIFE ISURANCE CO,395415
MUTUAL OF AMERICAN,395415
MUTUAL OF OMAHA,650375
MVP PLAN ADMININSTRATORS INC,650376
MVP PLAN ADMINISTRATORS,650376
MVP PLAN ADMINISTRATORS INC,650376
"MVP PLAN ADMINISTRATORS, INC",650376
"MVP PLAN ADMINISTRATORS, INC.",650376
NADART,650383
NATINOWIDE LIFE INSURANCE COMPANY,399786
NATIONWDE INSURANCE,399786
NATIONWIDE,399786
NATIONWIDE FINANCIAL,399786
NATIONWIDE FINANCIAL SERVICES,399786
NATIONWIDE INSURANCE,399786
NATIONWIDE INSURANCE COMPANY,399786
NATIONWIDE INVESTMENTS,399786
NATIONWIDE LIFE,399786
NATIONWIDE LIFE INS CO,399786
NATIONWIDE LIFE INSUARNACE COMPANY,399786
NATIONWIDE LIFE INSURANCE,399786
NATIONWIDE LIFE INSURANCE CO,399786
NATIONWIDE LIFE INSURANCE CO.,399786
NATIONWIDE LIFE INSURANCE COMPANY,399786
NATIONWIDE LIFE INSURNACE COMPANY,399786
NATIONWIDE TRUST CO.,399786
NATIONWIDE TRUST COMPANY,399786
"NATIONWIDE TRUST COMPANY, FSB",399786
NATIOWNIDE,399786
NATOINWIDE,399786
NATONWIDE,399786
NEW YORK LIFE INVESTMENT MANAGEMENT,650411
NEW YORK LIFE INVESTMENT MANGEMENT,650411
"NEW YORK LIFE INVESTMENT MGMT, LLC",650411
NEW YORK LIFE TRUST COMPANY,650411
DAILY ACCESS,650413
DAILY ACCESS CORPORATION,650413
DAILYACCESS CORPORATION,650413
"NEWOPORT GROUP, INC.",650413
"NEWPOR GROUP, INC.",650413
NEWPORT,650413
NEWPORT GROUP,650413
NEWPORT GROUP - ANNAPOLIS,650413
"NEWPORT GROUP INC,",650413
NEWPORT GROUP INC.,650413
"NEWPORT GROUP, INC",650413
"NEWPORT GROUP, INC,",650413
"NEWPORT GROUP, INC.",650413
"NEWPORT GROUP, INC. ANNAPOLIS",650413
"NEWPORT GROUP,INC",650413
"NEWPORT GROUP,INC.",650413
"NEWPORT RETIREMENT SERVICE, INC",650413
NEWPORT RETIREMENT SERVICES,650413
NEWPORT RETIREMENT SERVICES INC,650413
"NEWPORT RETIREMENT SERVICES, INC",650413
"NEWPORT RETIREMENT SERVICES, INC.",650413
"NEWPORT RETIREMENT SERVIES, INC.",650413
NEWPORT SCHWAB,650413
NEWPORT TRUST COMPANY,650413
"NEWPORT, GROUP INC.",650413
"NEWPORT,INC",650413
"NEWPORTGROUP, INC.",650413
THE NEWPORT GROUP,650413
THE NEWPORT GROUP OF NORTH CAROLINA,650413
"THE NEWPORT GROUP, INC.",650413
NOBLE-DAVIS CONSULTING INC.,650424
"NOBLE-DAVIS CONSULTING, INC.",650424
NORTHERN TRUST,650434
NORTHERN TRUST COMPANY,650434
NORTHERN TRUST INVESTMENTS INC,650434
NORTHWEST PLAN SERVICES,650438
"NORTHWEST PLAN SERVICES, INC",650438
"NORTHWEST PLAN SERVICES, INC.",650438
NW PLAN SERVICES,650438
NORTHWEST BANK,414256
NYHART,650450
OHIO NATIONAL LIFE INSURANCE CO,650457
OHIO NATIONAL LIFE INSURANCE CO.,650457
THE OHIO NATIONAL LIFE INSURANCE CO,650457
BMO FINANCIAL GROUP,70482
BMO HARRIS BANK,70482
BMO HARRIS BANK N.A.,70482
BMO HARRIS BANK NA,70482
"BMO HARRIS BANK, N.A.",70482
"BMO HARRIS BANK, NA",70482
BMO HARRIS RETIREMENT SERVICES,70482
"BMO HARRIS, N.A.",70482
ONE AMERICA RETIREMENT SERVICES,70482
ONEAMERICA,70482
ONEAMERICA RETIREMENT SERV ICES LLC,70482
ONEAMERICA RETIREMENT SERVICE LLC,70482
"ONEAMERICA RETIREMENT SERVICE, LLC",70482
ONEAMERICA RETIREMENT SERVICES,70482
ONEAMERICA RETIREMENT SERVICES LLC,70482
"ONEAMERICA RETIREMENT SERVICES, LLC",70482
"ONEAMERICA RETIREMENT SERVICES,LLC",70482
ONEAMERICA RETIREMENT SERVICESS LLC,70482
ONEAMERICA RETIRMEMENT SERVICES LLC,70482
ONEAMERICA RETIRMENT SERVICES,70482
OPPENHEIMER & CO INC.,650468
PAI,650487
"PAI-PENSION SERVICES, INC.",650487
PANAGIOTU PENSION ADVISORS INC.,2028912
"PANAGIOTU PENSION ADVISORS, INC",2028912
"PATILLO, BROWN & HILL, LLP",650504
"PATTILLO, BROWN & HILL, LLP",650504
"PAYCHECX, INC.",650509
PAYCHEX,650509
PAYCHEX INC,650509
PAYCHEX INC.,650509
PAYCHEX SECURITIES CORPORATION,650509
"PAYCHEX, IN.C",650509
"PAYCHEX, INC",650509
"PAYCHEX, INC.",650509
PAYCHEX/SEBS,650509
PENSERV PLAN SERVICES,440166
"PENSERV PLAN SERVICES, INC",440166
"PENSERV PLAN SERVICES, INC.",440166
"PENSERV PLAN SERVICES, LLC",440166
"PENSERV, INC.",440166
PENSERVCO INC.,440166
"PENSERVCO, INC.",440166
PENSION CORPORATION OF AMERICA,2007333
PENSION INC.,440212
PENSION STRATEGIES,650644
PENSION STRATEGIES LLC,650644
"PENSION STRATEGIES, LLC",650644
"PENSION STRATEGIES,LLC",650644
PENSIONS PLUS INC.,440255
PENSYS,440271
PENSYS INC,440271
"PENSYS, INC.",440271
PENTEC PENSION MGT GROUP INC,440306
PENTEC PENSION MGT GROUP INC.,440306
"PENTEC PENSION MGT GROUP, INC.",440306
APS - PENTEGRA,440312
APS PENTEGRA,440312
APS- PENTEGRA,440312
APS-PENTEGRA,440312
PENTEGRA,440312
PENTEGRA RETIREMENT SERVICES,440312
PENTEGRA RETIREMENT SERVICES - OH,440312
"PENTEGRA RETIREMENT SERVICES, INC",440312
"PENTEGRA RETIREMENT SERVICES, INC.",440312
PENTEGRA SERVICES INC,440312
PENTEGRA SERVICES INC.,440312
"PENTEGRA SERVICES, INC",440312
"PENTEGRA SERVICES, INC.",440312
ALLIANCE BENEFIT GROUP - PENTEGRA,440312
PNC BANK,450647
"PNC BANK, N. A.",450647
"PNC BANK, N.A.",450647
"PNC BANK, NA",450647
"PNC BANK, NATIONAL ASSOCIATION",450647
"PREFERRED PENSION CONCEPTS, INC.",650707
PRINCIPAL,650721
PRINCIPAL FINANCIAL,650721
PRINCIPAL FINANCIAL GROUP,650721
PRINCIPAL FUNDS,650721
PRINCIPAL LIFE INSURANCE COMPANY,650721
PRINCIPAL LIFE INSURANCE COPANY,650721
PPS PENSION & FINANCIAL SERVICES,650723
PPS PENSION & FINANCIAL SVS. INC.,650723
PPS PENSION AND FINANCIAL SERVICES,650723
PROFESSIONAL CAPIAL SERVICES,650726
PROFESSIONAL CAPITAL SERVICES,650726
PROFESSIONAL CAPITAL SERVICES LLC,650726
"PROFESSIONAL CAPITAL SERVICES, INC",650726
"PROFESSIONAL CAPITAL SERVICES, INC.",650726
"PROFESSIONAL CAPITAL SERVICES, LLC",650726
"PROFESSIONAL CAPITAL SERVICES, LLC.",650726
"PROFESSIONAL CAPITAL SERVICES,LLC",650726
"PROFESSTIONAL CAPITAL SERVICES, LLC",650726
PRUDENTIAL INSURANCE CO OF AMERICA,650738
PRUDENTIAL INSURANCE CO. OF AMER.,650738
PRUDENTIAL INSURANCE CO. OF AMERICA,650738
PRUDENTIAL INSURANCE CO.OF AMER.,650738
PRUDENTIAL INSURANCE COMPANY,650738
PRUDENTIAL INSURANCE COMPANY OF AME,650738
PRUDENTIAL RET INS & ANNUITY,650738
PRUDENTIAL RET INS & ANNUITY CO,650738
PRUDENTIAL RET INS AND ANNUITY CO,650738
PRUDENTIAL RET. INS. AND ANNUTIY CO,650738
PRUDENTIAL RETIRE INSURANCE COMPANY,650738
PRUDENTIAL RETIREMENT,650738
PRUDENTIAL RETIREMENT AND ANNUITY,650738
PRUDENTIAL RETIREMENT INS & ANNUITY,650738
PRUDENTIAL RETIREMENT INS CO,650738
PRUDENTIAL RETIREMENT INS. & ANN.,650738
PRUDENTIAL RETIREMENT INSRANCE,650738
PRUDENTIAL RETIREMENT INSURANCE,650738
PRUDENTIAL RETIREMENT INSURANCE AND,650738
PRUDENTIAL RETIREMENT INSURANCE CO.,650738
PRUDENTIAL RETIREMENT SERVICES,650738
PRUDENTIAL RETMT INSUR & ANNUITY CO,650738
THE PRUDENTIAL INS CO OF AMERICA,650738
THE PRUDENTIAL INS. CO OF AMERICA,650738
THE PRUDENTIAL INS. CO. OF AMERICA,650738
THE PRUDENTIAL INSURANCE CO OF AM,650738
THE PRUDENTIAL INSURANCE CO OF AMER,650738
THE PRUDENTIAL INSURANCE COMPANY,650738
THE PRUDENTIAL INSURANCE COMPANY OF,650738
PSA INSURANCE & FINANCIAL SERVICE,650740
QUORUM CONSULTING GROUP,466714
RANDALL & HURLEY,650783
"RANDALL & HURLEY, INC",650783
"RANDALL & HURLEY, INC.",650783
RANDALL AND HURLEY,650783
RED BANK PENSION SERVICES,650787
"RED BANK PENSION SERVICES, INC.",650787
"REED-RAMSEY, INC.",650791
REGIONS BANK,2007920
RETIREMENT HORIZONS,650814
RETIREMENT HORIZONS INC,650814
RETIREMENT HORIZONS INC.,650814
"RETIREMENT HORIZONS, INC",650814
"RETIREMENT HORIZONS, INC.",650814
RETIREMENT HORZONS INC.,650814
RETIREMENT PLAN CONSULTANTS,2006903
RETIREMENT PLAN CONSULTANTS LLC,2006903
"RETIREMENT PLAN CONSULTANTS, LLC",2006903
RETIREMENT PLAN SERVICE COMPANY,480341
RETIREMENT PLAN SERVICES,480341
RETIREMENT PLAN SERVICES CO,480341
RETIREMENT PLAN SERVICES COMPANY,480341
RETIREMENT PLAN SERVICES LLC,480341
"RETIREMENT PLAN SERVICES, LLC",480341
RETIREMENT PLANNERS & ADMINISTRATOR,650837
RETIREMENT PLANNERS ADMINISTRATORS,650837
RETIREMENT PLANNERS AND ADMINISTORS,650837
RETIREMENT STRATEGIES,650853
"RETIREMENT STRATEGIES GROUP, LLC",650853
RETIREMENT STRATEGIES INC,650853
RETIREMENT STRATEGIES INC.,650853
RETIREMENT STRATEGIES LLC,650853
"RETIREMENT STRATEGIES, INC",650853
"RETIREMENT STRATEGIES, INC.",650853
"RETIREMENT STRATEGIES, LLC",650853
ROGERS WEALTH GROUP,493104
"ROGERS WEALTH GROUP, INC",493104
"ROGERS WEALTH GROUP, INC.",493104
RPG CONSULTANTS,650890
"RPS BENEFITS, LLC",2123569
RSM MCGLADREY,650892
SECURIAN FINANCIAL,650941
SECURIAN FINANCIAL GROUP,650941
SECURIAN FINANCIAL SERVICES,650941
"SECURIAN FINANCIAL SERVICES, INC.",650941
SECURITY BENEFIT,650944
SENTINEL BENEFITS,514017
SENTINEL BENEFITS & FINANACIAL GROU,514017
SENTINEL BENEFITS & FINANCIAL GROUP,514017
SENTINEL BENEFITS & FINANCIAL GRP,514017
SENTINEL BENEFITS AND FINANCIAL GRO,514017
SENTINEL BENEFITS GROUP,514017
SENTINEL BENEFITS GROUP INC,514017
SENTINEL BENEFITS GROUP INC.,514017
SENTINEL BENEFITS GROUP LLC,514017
"SENTINEL BENEFITS GROUP, INC.",514017
"SENTINEL BENEFITS GROUP, LLC",514017
SENTINEL BENEFITS GROUP. LLC,514017
SENTINEL BENEFITS& FINANCIAL GROUP,514017
SENTRY LIFE INSURANCE CO,2006518
SIMMONS FIRST TRUST COMPANY NA,650974
SLAVIC INTEGRATED ADMINISTRATION,650979
SLAVIC INTEGRATED ADMINISTRATOR,650979
SLAVIC INTERGRATED ADMINISTRATION,650979
SLAVIC MUTUAL FUND MANAGEMENT CORP,650979
SOUTHEASTERN EMPLOYEE BENEFITS SERV,2028318
SPECTRUM EMPLOYEE BENEFITS,2030265
SPECTRUM PENSION CONSULTANTS,2030265
"SPECTRUM PENSION CONSULTANTS, INC",2030265
"SPECTRUM PENSION CONSULTANTS, INC.",2030265
SUMMIT BENEFIT SOLUTIONS,651039
"SUMMIT BENEFIT SOLUTIONS, INC.",651039
"SUMMIT BENEFIT SOLUTIONS,INC.",651039
SUMMIT BROKERAGE SERVICES,651039
SUMMIT FINANCIAL CORPORATION,651039
SUNTRUST BANK,651047
SUNWEST PENSIONS,651048
SWERDLIN & COMPANY,552706
"SYNOVUS TRUST COMPANY, NA",651055
T R PAUL INC.,651057
"TR PAUL, INC.",651057
T R PRICE RPS INC,651058
T ROWE PRICE,651058
T ROWE PRICE 52-1309931,651058
T ROWE PRICE RETIREMENT PLAN SVCS,651058
T ROWE PRICE RETIREMENT SVCS INC,651058
T ROWE PRICE RPS,651058
T ROWE PRICE RPS INC,651058
T ROWE PRICE RPS INC.,651058
"T ROWE PRICE RPS, INC",651058
"T ROWE PRICE RPS, INC.",651058
"T ROWE PRICE RPS,INC",651058
T. ROWE PRICE,651058
T. ROWE PRICE FUNDS,651058
T. ROWE PRICE INVESTMENTS,651058
"T. ROWE PRICE PRS, INC.",651058
T. ROWE PRICE RET PLAN SERVICES INC,651058
T. ROWE PRICE RETIREMENT PLAN SRV.,651058
T. ROWE PRICE RETIREMENT PLAN SVC,651058
T. ROWE PRICE RETIREMENT PLAN SVCS,651058
T. ROWE PRICE RPS,651058
T. ROWE PRICE RPS INC,651058
T. ROWE PRICE RPS INC.,651058
"T. ROWE PRICE RPS, INC",651058
"T. ROWE PRICE RPS, INC.",651058
"T. ROWE PRICE RPS., INC.",651058
T. ROWE PRICE TRUST CO.,651058
T. ROWE PRICE TRUST COMPANY,651058
"T. ROWE PRICE, INC.",651058
"T. ROWE PRICE, RPS",651058
"T. ROWE PRICE, RPS, INC.",651058
T. ROWE PRICES RPS,651058
T. ROWE RETIREMENT PLAN SVCS,651058
"T. ROWER PRICE RPS, INC.",651058
"T.ROWE PRCIE RPS, INC.",651058
T.ROWE PRICE FUNDS,651058
T.ROWE PRICE PRS,651058
"T.ROWE PRICE RPS, INC",651058
"T.ROWE PRICE RPS, INC.",651058
"T.ROWE PRICE RPS,INC.",651058
T.ROWE PRICE TRUST COMPANY,651058
TROW PRICE RPS INC,651058
TROWE PRICE,651058
TROWE PRICE RPS INC,651058
"TROWE PRICE RPS, INC.",651058
TROWEPRICE RETIREMENT PLAN SERV INC,651058
TRP,651058
THE RETIREMENT ADVANTAGE,574639
THE RETIREMENT ADVANTAGE INC,574639
"THE RETIREMENT ADVANTAGE, INC",574639
"THE RETIREMENT ADVANTAGE, INC.",574639
THE RETIREMENT PLAN COMPANY,574642
THE RETIREMENT PLAN COMPANY LLC,574642
"THE RETIREMENT PLAN COMPANY, LLC",574642
"THE RETIREMENT PLAN COMPANY,LLC",574642
THE RETRIEMENT ADVANTAGE,574642
STAN CORP,651106
STAN CORP FINANCIAL GROUP,651106
STANCORP FINACIAL GROUP,651106
STANCORP FINANCIAL,651106
STANCORP FINANCIAL GORUP,651106
STANCORP FINANCIAL GROUP,651106
"STANCORP FINANCIAL GROUP, INC.",651106
STANCORP FINANCIAL SERVICES,651106
STANCORP FINANCILA GROUP,651106
STANCORP FINANICAL GROUP,651106
STANCORP FINANICIAL GROUP,651106
STANDARD CORP FIANANCIAL GROUP,651106
STANDARD FINANCIAL CORP,651106
STANDARD FINANCIAL GROUP,651106
STANDARD INSURANCE COMPANY,651106
STANDARD RETIREMENT SERVICES,651106
STANDCORP FINANCIAL GROUP,651106
THE STANDARD,651106
"THE VAGUARD GROUP, INC.",576724
"THE VANGROUP, INC.",576724
THE VANGUARD GROUP,576724
THE VANGUARD GROUP INC,576724
"THE VANGUARD GROUP INC,",576724
THE VANGUARD GROUP INC.,576724
"THE VANGUARD GROUP, INC",576724
"THE VANGUARD GROUP, INC.",576724
"THE VANGUARD GROUP,INC",576724
"THE VANGUARD GROUP,INC.",576724
THE VANGUARD GROUP. INC.,576724
"THE VNAGUARD GROUP, INC.",576724
VANGUARD,576724
VANGUARD ASSET MANAGEMENT,576724
VANGUARD FIDUCIARY TRUST CO,576724
VANGUARD FIDUCIARY TRUST COMPANY,576724
VANGUARD GROUP,576724
VANGUARD GROUP INC,576724
VANGUARD GROUP INC.,576724
"VANGUARD GROUP, INC",576724
"VANGUARD GROUP, INC.",576724
VANGUARD INVESTMENT,576724
TEACHERS INS & ANNUITY ASSOC OF AM,651119
TEACHERS INS. & ANNUITY ASSOC.,651119
TEACHERS INS. AND ANNUITY ASSOC.,651119
TEACHERS INSUARNCE AND ANNUITY ASSO,651119
TEACHERS INSURACE AND ANNUITY ASSOC,651119
TEACHERS INSURANCE & ANNUITY ASSOC,651119
TEACHERS INSURANCE AND ANNUITY,651119
TEACHERS INSURANCE AND ANNUITY ASSO,651119
TIAA,651119
TIAA - TEACHERS INS & ANN ASSOC,651119
TIAA - TEACHERS INS & ANNUITY,651119
TIAA - TEACHERS INS & ANNUITY ASSOC,651119
TIAA - TEACHERS INS AND ANNUITY,651119
TIAA - TEACHERS INS. & ANNUITY,651119
TIAA - TEACHERS INSURANCE,651119
TIAA - TEACHERS INSURANCE & ANNUITY,651119
TIAA - TEACHERS INSURANCE AND,651119
TIAA - TEACHERS INSURANCE AND ANNUI,651119
TIAA (TEACHERS INS. & ANN. ASSOC.),651119
TIAA- TEACHERS GROUP & ANNUITY,651119
TIAA- TEACHERS INS & ANN ASSOC,651119
TIAA TEACHERS INS AND ANNUITY ASSOC,651119
TIAA TEACHERS INS. AND ANN ASSOC.,651119
TIAA- TEACHERS INSURANCE & ANNUI,651119
TIAA- TEACHERS INSURANCE & ANNUITY,651119
TIAA- TEACHERS INSURANCE AND ANNUIT,651119
TIAA TEACHERS INSURANCE AND ANNUITY,651119
TIAA-CREF,651119
TIAA-TCHRS INS AND ANNTY ASSOC,651119
TIAA-TEACHERS INS & ANN ASSOC,651119
TIAA-TEACHERS INS & ANNUITY ASSOC,651119
TIAA-TEACHERS INS & ANNUITY ASSOC.,651119
TIAA-TEACHERS INS AND ANN ASSOC,651119
TIAA-TEACHERS INS AND ANNUITY ASSN,651119
TIAA-TEACHERS INS AND ANNUITY ASSOC,651119
TIAA-TEACHERS INSURANCE & ANNUITY,651119
TIAA-TEACHERS INSURANCE AND ANNUITY,651119
TIAA-TEACHERS INURANCE & ANNUITY A,651119
TOUCHSTONE RETIREMENT GROUP,586520
TPP,651135
TPP RETIREMENT PLAN SPECIALISTS,651135
TPP RETIREMENT PLAN SPECIALISTS LLC,651135
"TPP RETIREMENT PLAN SPECIALISTS, LL",651135
MERCER,651140
"MERCER HR SERICES, LLC",651140
MERCER HR SERVICES,651140
MERCER HR SERVICES LLC,651140
"MERCER HR SERVICES, LLC",651140
"MERCER HR SERVICES,LLC",651140
"TRANAMERICA RETIREMENT SOLUTIONS, L",651140
TRANASMERICA LIFE INSURANCE CO,651140
TRANSAMERICA,651140
TRANSAMERICA FIN LIFE INS CO,651140
TRANSAMERICA FIN LIFE INSURANCE CO,651140
TRANSAMERICA FIN. LIFE INS. CO.,651140
TRANSAMERICA FINANCIAL,651140
TRANSAMERICA FINANCIAL FINANCIAL CO,651140
TRANSAMERICA FINANCIAL L.I.C.,651140
TRANSAMERICA FINANCIAL LIFE,651140
TRANSAMERICA FINANCIAL LIFE INS,651140
TRANSAMERICA FINANCIAL LIFE INS CO,651140
TRANSAMERICA FINANCIAL LIFE INS CO.,651140
TRANSAMERICA FINANCIAL LIFE INS COM,651140
TRANSAMERICA FINANCIAL LIFE INS SO,651140
TRANSAMERICA FINANCIAL LIFE INS.,651140
TRANSAMERICA FINANCIAL LIFE INS. CO,651140
TRANSAMERICA FINANCIAL LIFE INSUR,651140
TRANSAMERICA FINANCIAL LIFE INSUR C,651140
TRANSAMERICA FINANCIAL LIFE INSUR.,651140
TRANSAMERICA FINANCIAL LIFE INSURAN,651140
TRANSAMERICA FINANCIAL LIFE INSURNA,651140
TRANSAMERICA FINANCIAL LIFE INSURUA,651140
TRANSAMERICA FINANICAL LIFE INSURAN,651140
TRANSAMERICA LIFE,651140
TRANSAMERICA LIFE INMSURANCE COMPAN,651140
TRANSAMERICA LIFE INS CO,651140
TRANSAMERICA LIFE INS. CO,651140
TRANSAMERICA LIFE INS. CO.,651140
TRANSAMERICA LIFE INS. COMPANY,651140
TRANSAMERICA LIFE INSO CO.,651140
TRANSAMERICA LIFE INSUARANCE CO,651140
TRANSAMERICA LIFE INSURACNE COMPNY,651140
TRANSAMERICA LIFE INSURANCE,651140
TRANSAMERICA LIFE INSURANCE AGENCY,651140
TRANSAMERICA LIFE INSURANCE CO,651140
TRANSAMERICA LIFE INSURANCE CO.,651140
TRANSAMERICA LIFE INSURANCE COMP,651140
TRANSAMERICA LIFE INSURANCE COMPAN,651140
TRANSAMERICA LIFE INSURANCE COMPANY,651140
TRANSAMERICA LIFE INSURANCE COMPNAY,651140
TRANSAMERICA LIFE INSURANCE COPANY,651140
TRANSAMERICA LIFE INSURNACE COMPANY,651140
TRANSAMERICA RET. SOLUTIONS CORP.,651140
TRANSAMERICA RETIREMENT,651140
TRANSAMERICA RETIREMENT SOLUATIONS,651140
TRANSAMERICA RETIREMENT SOLUTION,651140
TRANSAMERICA RETIREMENT SOLUTIONS,651140
TRANSAMERICA RETIREMENT SOLUTIONS C,651140
TRANSAMERICA RETIREMENT SOLUTIONS L,651140
"TRANSAMERICA RETIREMENT SOLUTIONS,",651140
TRANSAMERICA RETIREMT SOLUTIONS LLC,651140
TRANSAMERICA RETIRMENT SOLUTIONS,651140
TRANSAMERICAN LIFE INSURANCE COMPAN,651140
TRANSAMERICARETIREMENT SOLUTIONS CO,651140
TRAUTMANN MAHER,651142
TRAUTMANN MAHER & ASSOC INC,651142
"TRAUTMANN MAHER & ASSOC., INC.",651142
TRAUTMANN MAHER & ASSOCIATES,651142
"TRAUTMANN MAHER & ASSOCIATES, INC",651142
"TRAUTMANN MAHER & ASSOCIATES, INC.",651142
TRAUTMANN MAHER AND ASSOCIATES,651142
"TRAUTMANN MAHER AND ASSOCIATES, INC",651142
"TRAUTMANN, MAHER & ASSOC.",651142
"TRAUTMANN, MAHER & ASSOC., INC.",651142
"TRAUTMANN, MAHER & ASSOCIATES",651142
"TRAUTMANN, MAHER & ASSOCIATES, INC.",651142
"TRAUTMANN, MAHER AND ASSOC.",651142
"TRAUTMANN, MAHER AND ASSOCIATES",651142
TRI-AD,651144
TRI-AD ACTUARIES,651144
"TRI-AD ACTUARIES, INC",651144
"TRI-AD ACTUARIES, INC.",651144
TURNING POINT ASSOCIATES INC.,651163
TWG,651167
TWG BENEFITS,651167
"TWG BENEFITS, INC.",651167
UNIFIED TRUST COMPANY,651173
UNIFIED TRUST COMPANY N.A.,651173
UNIFIED TRUST COMPANY NA,651173
"UNIFIED TRUST COMPANY, INC.",651173
"UNIFIED TRUST COMPANY, N.A",651173
"UNIFIED TRUST COMPANY, N.A.",651173
"UNIFIED TRUST COMPANY, NA",651173
UNION BANK & TRUST,597515
UNION BANK & TRUST COMPANY,597515
UNION CENTRAL LIFE INSURANCE COMPAN,651176
UNITED BANK,598193
UNITED RETIREMENT PLAN CONSULTANTS,2032364
"UNITED RETIREMENT, INC",2032364
"UNITED RETIREMENT, INC.",2032364
USI CONSULTING GROUP,651183
"USI CONSULTING GROUP, INC.",651183
"USI SECURITIES, INC.",651183
VALIC,2005704
VALIC ANNUITY LIFE INSURANCE CO.,2005704
VALIC RETIREMENT SERVICE CO.,2005704
VALIC RETIREMENT SERVICE COMPANY,2005704
VALIC RETIREMENT SERVICES,2005704
VALIC RETIREMENT SERVICES CO,2005704
VALIC RETIREMENT SERVICES CO.,2005704
VALIC RETIREMENT SERVICES COMPANY,2005704
VALIC RETIRMENT SERVICES COMPANY,2005704
VARIABLE ANNITY LIFE INSURANCE CO,2005704
VARIABLE ANNIUTY LIFE INSURANCE COM,2005704
VARIABLE ANNUITY LIFE INS CO,2005704
VARIABLE ANNUITY LIFE INS COMPANY,2005704
VARIABLE ANNUITY LIFE INS. CO,2005704
VARIABLE ANNUITY LIFE INS. CO.,2005704
VARIABLE ANNUITY LIFE INS. COMPANY,2005704
VARIABLE ANNUITY LIFE INSURANCE,2005704
VARIABLE ANNUITY LIFE INSURANCE CO,2005704
"VARIABLE ANNUITY LIFE INSURANCE CO,",2005704
VARIABLE ANNUITY LIFE INSURANCE CO.,2005704
VARIABLE ANNUITY LIFE INSURANCE COM,2005704
